district,category,urban,family_income,first_gen,parent_grad,cutoff_12th,entrance_score,college_tier,tuition,distance_km,competing_offers,merit_aid_pct,need_aid_pct,total_aid_pct,aid_amount,net_price,enrolled
Namakkal,OC,1,491000.0,1,0,84.6,97.6,Tier-2 (Affiliated),113000.0,14.0,1,0.232,0.303,0.267,30200.0,82800.0,1
Nagapattinam,BC,0,196000.0,0,1,92.57,147.8,Tier-3 (Self-financing),69000.0,10.7,0,0.476,0.545,0.51,35200.0,33800.0,1
Coimbatore,BC,1,929000.0,0,1,71.35,100.6,Tier-2 (Affiliated),114000.0,24.2,0,0.315,0.419,0.367,41900.0,72100.0,1
Villupuram,ST,0,87000.0,1,0,70.15,101.6,Tier-2 (Affiliated),102000.0,54.1,5,0.204,0.498,0.351,35800.0,66200.0,0
Vellore,BC,1,830000.0,1,0,89.13,139.0,Tier-3 (Self-financing),84000.0,2.0,1,0.481,0.425,0.453,38100.0,45900.0,1
Dindigul,SC,0,279000.0,1,0,82.03,137.4,Tier-2 (Affiliated),113000.0,45.9,1,0.377,0.354,0.366,41300.0,71700.0,0
Theni,BC,0,242000.0,0,0,76.64,110.9,Tier-2 (Affiliated),114000.0,190.1,3,0.238,0.619,0.428,48800.0,65200.0,1
Theni,BC,1,647000.0,1,0,86.15,139.9,Tier-1 (Autonomous),175000.0,188.5,2,0.461,0.359,0.41,71800.0,103200.0,1
Chennai,SC,0,179000.0,0,0,80.74,127.3,Tier-2 (Affiliated),120000.0,52.1,1,0.375,0.492,0.433,52000.0,68000.0,0
Kanyakumari,OC,0,213000.0,0,0,92.29,113.1,Tier-3 (Self-financing),92000.0,40.5,1,0.317,0.58,0.448,41300.0,50700.0,1
Theni,OC,0,214000.0,1,0,77.83,132.7,Tier-1 (Autonomous),172000.0,78.3,4,0.333,0.39,0.362,62200.0,109800.0,0
Thoothukudi,BC,1,693000.0,0,1,82.26,124.9,Tier-1 (Autonomous),176000.0,6.1,0,0.335,0.374,0.354,62300.0,113700.0,1
Dindigul,MBC,0,362000.0,1,0,88.98,123.4,Tier-3 (Self-financing),79000.0,50.4,1,0.271,0.419,0.345,27300.0,51700.0,1
Theni,BC,1,552000.0,1,0,53.52,74.7,Tier-3 (Self-financing),84000.0,17.6,1,0.141,0.483,0.312,26200.0,57800.0,1
Thanjavur,OC,1,508000.0,0,1,89.34,146.0,Tier-2 (Affiliated),115000.0,41.7,4,0.376,0.373,0.374,43100.0,71900.0,1
Kanyakumari,BC,1,435000.0,0,0,72.95,117.4,Tier-2 (Affiliated),95000.0,27.7,2,0.328,0.523,0.426,40400.0,54600.0,0
Virudhunagar,BC,0,250000.0,0,1,83.0,142.5,Tier-2 (Affiliated),94000.0,19.2,1,0.52,0.519,0.52,48900.0,45100.0,1
Villupuram,OC,1,241000.0,0,0,94.64,158.0,Tier-1 (Autonomous),173000.0,211.8,2,0.438,0.376,0.407,70400.0,102600.0,1
Namakkal,MBC,0,269000.0,1,0,74.94,102.3,Tier-2 (Affiliated),121000.0,5.3,1,0.318,0.563,0.44,53300.0,67700.0,0
Nagapattinam,OC,1,840000.0,1,0,73.44,73.2,Tier-2 (Affiliated),112000.0,163.1,3,0.163,0.533,0.348,39000.0,73000.0,1
Vellore,BC,1,501000.0,1,0,77.45,125.7,Tier-3 (Self-financing),98000.0,79.7,2,0.43,0.377,0.403,39500.0,58500.0,1
Dindigul,MBC,0,688000.0,1,0,63.48,111.0,Tier-2 (Affiliated),109000.0,17.7,2,0.422,0.372,0.397,43300.0,65700.0,1
Nagapattinam,SC,0,112000.0,0,1,99.9,156.8,Tier-1 (Autonomous),173000.0,57.8,1,0.407,0.422,0.414,71700.0,101300.0,1
Coimbatore,BC,1,336000.0,0,1,77.57,134.0,Tier-2 (Affiliated),97000.0,91.0,5,0.23,0.478,0.354,34300.0,62700.0,1
Karur,BC,1,520000.0,0,1,94.46,136.1,Tier-3 (Self-financing),78000.0,35.2,1,0.275,0.534,0.404,31500.0,46500.0,0
Chennai,BC,1,552000.0,1,0,74.67,114.3,Tier-2 (Affiliated),105000.0,125.0,1,0.376,0.386,0.381,40000.0,65000.0,1
Tiruppur,ST,1,96000.0,0,0,78.34,111.5,Tier-3 (Self-financing),66000.0,8.8,1,0.313,0.456,0.384,25400.0,40600.0,0
Dindigul,BC,1,673000.0,0,0,87.44,150.4,Tier-2 (Affiliated),103000.0,23.9,1,0.347,0.518,0.432,44500.0,58500.0,1
Dindigul,BC,1,554000.0,0,0,66.98,93.5,Tier-1 (Autonomous),173000.0,18.7,1,0.352,0.379,0.366,63200.0,109800.0,0
Dindigul,MBC,1,131000.0,0,0,76.97,154.0,Tier-3 (Self-financing),85000.0,108.1,2,0.412,0.466,0.439,37300.0,47700.0,0
Dindigul,BC,0,280000.0,1,0,87.07,131.8,Tier-2 (Affiliated),110000.0,10.1,1,0.331,0.475,0.403,44300.0,65700.0,0
Thanjavur,BC,1,310000.0,1,0,75.87,133.4,Tier-1 (Autonomous),183000.0,70.4,5,0.342,0.349,0.345,63100.0,119900.0,1
Dindigul,OC,1,491000.0,0,0,73.17,109.7,Tier-2 (Affiliated),97000.0,84.1,3,0.383,0.385,0.384,37200.0,59800.0,1
Tiruppur,MBC,0,125000.0,0,0,89.15,162.7,Tier-3 (Self-financing),76000.0,39.0,2,0.407,0.673,0.54,41000.0,35000.0,0
Nagapattinam,MBC,0,327000.0,0,1,92.01,166.7,Tier-2 (Affiliated),117000.0,159.7,3,0.585,0.542,0.563,65900.0,51100.0,1
Tiruppur,MBC,0,685000.0,0,1,93.6,144.9,Tier-2 (Affiliated),108000.0,19.4,2,0.451,0.463,0.457,49400.0,58600.0,1
Theni,SC,0,226000.0,0,1,71.25,118.1,Tier-2 (Affiliated),117000.0,30.8,3,0.42,0.554,0.487,57000.0,60000.0,0
Virudhunagar,BC,1,147000.0,1,0,72.21,134.6,Tier-3 (Self-financing),84000.0,76.1,1,0.43,0.57,0.5,42000.0,42000.0,0
Thoothukudi,ST,0,198000.0,1,0,73.28,121.8,Tier-3 (Self-financing),86000.0,49.5,3,0.352,0.477,0.415,35700.0,50300.0,0
Madurai,SC,1,283000.0,1,0,85.19,122.5,Tier-3 (Self-financing),89000.0,56.2,0,0.382,0.488,0.435,38700.0,50300.0,1
Karur,SC,0,106000.0,1,0,66.03,106.7,Tier-1 (Autonomous),176000.0,22.9,2,0.278,0.558,0.418,73500.0,102500.0,0
Salem,SC,1,383000.0,0,1,66.6,95.3,Tier-2 (Affiliated),105000.0,6.5,3,0.174,0.436,0.305,32000.0,73000.0,1
Tiruchirappalli,BC,1,784000.0,1,0,70.86,115.6,Tier-3 (Self-financing),80000.0,2.0,3,0.355,0.501,0.428,34300.0,45700.0,1
Nagapattinam,BC,1,334000.0,1,0,68.62,98.0,Tier-2 (Affiliated),109000.0,3.6,2,0.234,0.349,0.291,31800.0,77200.0,1
Coimbatore,MBC,1,170000.0,0,1,86.84,144.5,Tier-2 (Affiliated),115000.0,29.8,4,0.505,0.491,0.498,57300.0,57700.0,0
Virudhunagar,OC,0,129000.0,0,1,86.17,111.0,Tier-3 (Self-financing),82000.0,18.2,0,0.384,0.613,0.499,40900.0,41100.0,1
Nagapattinam,MBC,1,291000.0,0,1,73.18,100.3,Tier-3 (Self-financing),94000.0,7.0,0,0.295,0.573,0.434,40800.0,53200.0,1
Thoothukudi,OC,1,578000.0,0,1,76.06,109.8,Tier-3 (Self-financing),99000.0,40.4,0,0.361,0.397,0.379,37500.0,61500.0,1
Cuddalore,OC,0,294000.0,0,0,52.6,81.8,Tier-2 (Affiliated),103000.0,32.0,1,0.222,0.517,0.37,38100.0,64900.0,1
Kanyakumari,ST,1,187000.0,0,1,73.43,94.8,Tier-1 (Autonomous),190000.0,4.1,1,0.269,0.538,0.403,76600.0,113400.0,0
Madurai,MBC,0,355000.0,1,0,90.44,131.5,Tier-1 (Autonomous),180000.0,137.1,2,0.308,0.654,0.481,86600.0,93400.0,0
Kanyakumari,MBC,1,542000.0,1,0,72.88,128.3,Tier-3 (Self-financing),88000.0,80.1,2,0.367,0.38,0.374,32900.0,55100.0,1
Tiruchirappalli,BC,0,334000.0,1,0,67.07,120.8,Tier-3 (Self-financing),84000.0,50.1,4,0.356,0.501,0.429,36000.0,48000.0,0
Erode,MBC,1,658000.0,1,0,91.76,108.8,Tier-2 (Affiliated),120000.0,32.3,1,0.308,0.388,0.348,41700.0,78300.0,0
Madurai,SC,0,136000.0,1,0,66.86,98.2,Tier-2 (Affiliated),113000.0,54.8,1,0.263,0.645,0.454,51300.0,61700.0,0
Thanjavur,MBC,0,142000.0,0,1,93.46,168.7,Tier-3 (Self-financing),82000.0,11.0,1,0.506,0.511,0.509,41700.0,40300.0,1
Karur,MBC,1,315000.0,0,1,99.9,165.6,Tier-1 (Autonomous),177000.0,19.6,3,0.645,0.439,0.542,95900.0,81100.0,0
Tirunelveli,MBC,1,303000.0,1,0,76.91,129.2,Tier-1 (Autonomous),170000.0,168.1,3,0.361,0.55,0.455,77400.0,92600.0,0
Virudhunagar,BC,0,97000.0,1,0,90.44,153.2,Tier-3 (Self-financing),80000.0,2.0,1,0.494,0.467,0.481,38500.0,41500.0,0
Theni,MBC,1,311000.0,1,0,61.31,83.7,Tier-2 (Affiliated),120000.0,123.6,3,0.192,0.504,0.348,41800.0,78200.0,0
Theni,ST,1,501000.0,0,0,60.87,100.6,Tier-3 (Self-financing),94000.0,75.9,1,0.277,0.506,0.391,36800.0,57200.0,1
Villupuram,MBC,1,652000.0,1,0,70.03,119.1,Tier-3 (Self-financing),80000.0,21.9,3,0.247,0.284,0.265,21200.0,58800.0,1
Thanjavur,BC,0,399000.0,0,1,86.22,139.6,Tier-3 (Self-financing),76000.0,121.0,2,0.341,0.407,0.374,28400.0,47600.0,0
Erode,MBC,1,452000.0,0,1,78.02,118.9,Tier-2 (Affiliated),118000.0,86.8,2,0.276,0.614,0.445,52500.0,65500.0,1
Thoothukudi,MBC,1,932000.0,0,1,76.14,121.1,Tier-2 (Affiliated),113000.0,102.3,3,0.211,0.385,0.298,33700.0,79300.0,1
Tiruppur,ST,0,94000.0,1,0,65.09,87.0,Tier-2 (Affiliated),94000.0,57.5,1,0.213,0.44,0.327,30700.0,63300.0,0
Theni,SC,0,115000.0,0,0,76.73,132.0,Tier-3 (Self-financing),108000.0,29.8,4,0.29,0.539,0.415,44800.0,63200.0,0
Tirunelveli,BC,1,896000.0,0,0,71.56,93.0,Tier-1 (Autonomous),180000.0,64.1,1,0.138,0.225,0.181,32600.0,147400.0,0
Salem,BC,0,304000.0,1,0,68.78,97.8,Tier-3 (Self-financing),99000.0,127.3,1,0.413,0.504,0.458,45400.0,53600.0,0
Tiruchirappalli,MBC,0,180000.0,0,1,67.93,118.9,Tier-3 (Self-financing),86000.0,13.1,0,0.408,0.546,0.477,41000.0,45000.0,0
Salem,OC,0,528000.0,1,0,79.92,132.2,Tier-2 (Affiliated),102000.0,83.0,2,0.527,0.44,0.483,49300.0,52700.0,1
Tiruchirappalli,MBC,1,330000.0,0,1,70.8,106.0,Tier-3 (Self-financing),87000.0,42.1,2,0.266,0.426,0.346,30100.0,56900.0,0
Karur,SC,1,199000.0,1,0,77.93,99.0,Tier-2 (Affiliated),98000.0,24.4,0,0.223,0.654,0.438,43000.0,55000.0,0
Coimbatore,MBC,1,261000.0,0,0,60.31,95.8,Tier-1 (Autonomous),179000.0,3.6,1,0.268,0.472,0.37,66200.0,112800.0,0
Theni,BC,1,576000.0,1,0,83.03,123.4,Tier-1 (Autonomous),171000.0,6.9,0,0.364,0.286,0.325,55600.0,115400.0,1
Villupuram,SC,0,218000.0,1,0,80.41,135.9,Tier-2 (Affiliated),108000.0,261.2,1,0.351,0.494,0.422,45600.0,62400.0,1
Nagapattinam,SC,0,449000.0,0,1,75.69,113.4,Tier-1 (Autonomous),182000.0,85.1,1,0.238,0.556,0.397,72200.0,109800.0,0
Thanjavur,BC,0,255000.0,1,0,79.62,101.1,Tier-2 (Affiliated),112000.0,42.9,2,0.303,0.63,0.466,52200.0,59800.0,1
Coimbatore,MBC,0,220000.0,1,0,87.34,119.0,Tier-2 (Affiliated),98000.0,23.4,0,0.192,0.291,0.242,23700.0,74300.0,0
Virudhunagar,MBC,0,574000.0,0,1,63.51,95.2,Tier-1 (Autonomous),175000.0,63.4,6,0.282,0.371,0.326,57100.0,117900.0,1
Chennai,SC,1,542000.0,1,0,78.67,127.5,Tier-2 (Affiliated),94000.0,217.5,2,0.325,0.414,0.369,34700.0,59300.0,1
Cuddalore,BC,0,324000.0,1,0,64.95,86.5,Tier-3 (Self-financing),90000.0,95.8,3,0.267,0.5,0.383,34500.0,55500.0,1
Cuddalore,BC,0,127000.0,0,1,78.88,114.8,Tier-2 (Affiliated),112000.0,2.1,0,0.39,0.416,0.403,45100.0,66900.0,1
Tiruchirappalli,MBC,0,166000.0,1,0,75.41,132.5,Tier-3 (Self-financing),76000.0,2.0,0,0.412,0.562,0.487,37000.0,39000.0,1
Karur,OC,0,218000.0,0,1,77.75,141.0,Tier-3 (Self-financing),96000.0,85.9,1,0.303,0.582,0.442,42500.0,53500.0,1
Tiruchirappalli,BC,0,305000.0,1,0,86.48,142.5,Tier-3 (Self-financing),89000.0,5.6,0,0.282,0.42,0.351,31200.0,57800.0,1
Salem,SC,0,147000.0,1,0,86.19,133.6,Tier-3 (Self-financing),84000.0,21.1,0,0.244,0.517,0.381,32000.0,52000.0,1
Virudhunagar,BC,0,722000.0,0,1,88.87,132.9,Tier-3 (Self-financing),81000.0,66.3,3,0.327,0.474,0.401,32400.0,48600.0,1
Thoothukudi,MBC,1,177000.0,0,1,74.04,126.6,Tier-2 (Affiliated),105000.0,5.3,0,0.226,0.657,0.442,46400.0,58600.0,0
Tirunelveli,ST,1,144000.0,1,0,85.03,131.3,Tier-2 (Affiliated),104000.0,48.5,1,0.356,0.606,0.481,50000.0,54000.0,0
Villupuram,MBC,1,480000.0,1,0,83.07,146.7,Tier-1 (Autonomous),189000.0,18.0,0,0.342,0.414,0.378,71500.0,117500.0,0
Villupuram,MBC,1,560000.0,0,1,74.29,133.5,Tier-3 (Self-financing),87000.0,11.1,1,0.321,0.477,0.399,34700.0,52300.0,0
Nagapattinam,MBC,1,101000.0,0,0,79.17,132.8,Tier-3 (Self-financing),77000.0,178.0,3,0.364,0.511,0.438,33700.0,43300.0,0
Madurai,BC,1,186000.0,1,0,76.68,115.2,Tier-3 (Self-financing),95000.0,25.1,3,0.333,0.454,0.394,37400.0,57600.0,1
Tirunelveli,BC,1,418000.0,0,1,91.95,140.8,Tier-2 (Affiliated),109000.0,120.3,2,0.328,0.508,0.418,45600.0,63400.0,1
Cuddalore,MBC,1,885000.0,1,0,86.1,113.1,Tier-2 (Affiliated),103000.0,2.0,0,0.26,0.415,0.338,34800.0,68200.0,1
Thoothukudi,BC,0,844000.0,1,0,74.64,118.6,Tier-1 (Autonomous),196000.0,47.4,2,0.342,0.384,0.363,71100.0,124900.0,1
Virudhunagar,BC,0,238000.0,1,0,73.95,117.1,Tier-2 (Affiliated),101000.0,165.8,1,0.298,0.584,0.441,44500.0,56500.0,0
Thanjavur,OC,0,355000.0,0,1,87.58,119.5,Tier-2 (Affiliated),103000.0,144.3,0,0.304,0.458,0.381,39300.0,63700.0,1
Salem,SC,0,123000.0,1,0,91.4,181.7,Tier-3 (Self-financing),85000.0,47.5,1,0.591,0.519,0.555,47100.0,37900.0,0
Thoothukudi,OC,1,892000.0,1,0,81.16,138.2,Tier-2 (Affiliated),113000.0,139.7,2,0.311,0.391,0.351,39700.0,73300.0,1
Tirunelveli,SC,0,452000.0,1,0,84.59,122.7,Tier-2 (Affiliated),104000.0,16.2,1,0.394,0.487,0.441,45800.0,58200.0,1
Erode,BC,1,964000.0,0,1,91.03,176.5,Tier-2 (Affiliated),92000.0,125.3,1,0.7,0.287,0.494,45400.0,46600.0,1
Thoothukudi,MBC,1,413000.0,1,0,76.25,114.6,Tier-3 (Self-financing),85000.0,75.1,2,0.322,0.62,0.471,40000.0,45000.0,1
Tiruppur,BC,1,305000.0,1,0,78.83,138.6,Tier-3 (Self-financing),77000.0,12.3,0,0.348,0.544,0.446,34300.0,42700.0,0
Tirunelveli,BC,0,300000.0,1,0,82.87,133.9,Tier-3 (Self-financing),82000.0,95.2,1,0.251,0.491,0.371,30500.0,51500.0,1
Chennai,MBC,0,556000.0,0,1,73.71,111.0,Tier-2 (Affiliated),104000.0,11.2,2,0.246,0.443,0.345,35900.0,68100.0,0
Thanjavur,MBC,0,209000.0,0,1,94.99,146.9,Tier-2 (Affiliated),101000.0,13.5,1,0.442,0.503,0.472,47700.0,53300.0,1
Thoothukudi,BC,1,178000.0,0,1,73.62,139.3,Tier-2 (Affiliated),108000.0,107.9,3,0.377,0.632,0.504,54500.0,53500.0,1
Thanjavur,MBC,1,345000.0,0,1,78.61,138.9,Tier-1 (Autonomous),175000.0,28.4,3,0.38,0.559,0.47,82200.0,92800.0,1
Cuddalore,MBC,1,360000.0,1,0,97.16,153.6,Tier-2 (Affiliated),103000.0,60.6,2,0.428,0.53,0.479,49300.0,53700.0,0
Tirunelveli,BC,1,177000.0,1,0,59.38,64.3,Tier-2 (Affiliated),118000.0,2.0,1,0.081,0.714,0.398,46900.0,71100.0,0
Nagapattinam,MBC,1,477000.0,1,0,80.16,132.8,Tier-3 (Self-financing),77000.0,64.2,1,0.358,0.504,0.431,33200.0,43800.0,1
Nagapattinam,BC,1,638000.0,0,1,71.39,95.5,Tier-2 (Affiliated),108000.0,48.8,1,0.167,0.353,0.26,28100.0,79900.0,1
Theni,MBC,0,723000.0,0,0,78.0,132.9,Tier-1 (Autonomous),180000.0,94.6,4,0.371,0.468,0.419,75500.0,104500.0,1
Nagapattinam,OC,0,187000.0,0,1,65.94,94.8,Tier-2 (Affiliated),96000.0,18.9,1,0.241,0.556,0.399,38300.0,57700.0,1
Tiruppur,MBC,0,389000.0,0,1,74.29,109.7,Tier-2 (Affiliated),101000.0,93.2,3,0.393,0.585,0.489,49400.0,51600.0,1
Vellore,BC,1,822000.0,1,0,78.25,115.6,Tier-3 (Self-financing),85000.0,90.5,2,0.241,0.449,0.345,29300.0,55700.0,0
Karur,MBC,1,559000.0,0,0,80.38,143.9,Tier-3 (Self-financing),84000.0,35.5,1,0.461,0.452,0.456,38300.0,45700.0,0
Virudhunagar,MBC,1,241000.0,0,1,86.96,112.6,Tier-2 (Affiliated),104000.0,44.5,0,0.359,0.58,0.47,48800.0,55200.0,1
Virudhunagar,ST,1,152000.0,1,0,54.76,98.7,Tier-2 (Affiliated),110000.0,70.0,0,0.222,0.386,0.304,33500.0,76500.0,1
Salem,MBC,1,443000.0,0,0,76.74,127.9,Tier-2 (Affiliated),112000.0,38.2,4,0.292,0.502,0.397,44400.0,67600.0,1
Cuddalore,SC,0,205000.0,0,1,76.25,120.9,Tier-3 (Self-financing),90000.0,23.1,1,0.428,0.556,0.492,44200.0,45800.0,1
Chennai,BC,0,220000.0,0,0,77.36,117.1,Tier-3 (Self-financing),90000.0,17.0,2,0.203,0.4,0.302,27200.0,62800.0,0
Tiruppur,BC,1,983000.0,0,1,78.32,132.6,Tier-2 (Affiliated),120000.0,67.2,2,0.297,0.367,0.332,39900.0,80100.0,1
Tiruppur,OC,1,505000.0,1,0,69.7,104.9,Tier-3 (Self-financing),86000.0,106.8,2,0.179,0.398,0.288,24800.0,61200.0,1
Vellore,MBC,1,148000.0,0,1,62.53,93.3,Tier-1 (Autonomous),169000.0,43.9,3,0.169,0.486,0.328,55400.0,113600.0,0
Thoothukudi,MBC,0,230000.0,1,0,80.17,129.2,Tier-3 (Self-financing),83000.0,48.4,0,0.331,0.579,0.455,37800.0,45200.0,1
Kanyakumari,SC,1,410000.0,0,1,68.06,134.7,Tier-3 (Self-financing),75000.0,113.8,2,0.488,0.387,0.438,32800.0,42200.0,1
Chennai,MBC,1,507000.0,0,1,82.03,108.6,Tier-1 (Autonomous),187000.0,124.0,0,0.244,0.433,0.338,63200.0,123800.0,1
Salem,MBC,1,505000.0,1,0,68.63,117.3,Tier-3 (Self-financing),96000.0,2.0,3,0.476,0.377,0.427,41000.0,55000.0,1
Salem,BC,0,680000.0,0,1,84.93,133.7,Tier-2 (Affiliated),110000.0,31.7,3,0.438,0.435,0.436,48000.0,62000.0,1
Kanyakumari,OC,1,341000.0,0,0,77.46,120.6,Tier-3 (Self-financing),94000.0,155.7,0,0.279,0.51,0.395,37100.0,56900.0,1
Namakkal,SC,1,250000.0,0,0,78.15,102.1,Tier-2 (Affiliated),119000.0,176.1,2,0.215,0.398,0.307,36500.0,82500.0,1
Karur,BC,1,1130000.0,0,1,75.54,94.5,Tier-2 (Affiliated),112000.0,125.1,2,0.243,0.301,0.272,30500.0,81500.0,1
Virudhunagar,OC,1,214000.0,0,0,73.93,123.4,Tier-2 (Affiliated),114000.0,44.9,0,0.336,0.493,0.414,47200.0,66800.0,0
Nagapattinam,ST,1,265000.0,1,0,75.67,102.0,Tier-2 (Affiliated),118000.0,47.2,1,0.161,0.507,0.334,39400.0,78600.0,0
Coimbatore,ST,1,537000.0,0,0,89.82,159.0,Tier-3 (Self-financing),74000.0,12.5,3,0.397,0.521,0.459,33900.0,40100.0,1
Madurai,MBC,1,819000.0,0,0,62.66,85.0,Tier-3 (Self-financing),87000.0,34.6,2,0.07,0.313,0.192,16700.0,70300.0,1
Vellore,BC,0,430000.0,0,0,71.52,122.7,Tier-2 (Affiliated),114000.0,20.4,2,0.468,0.433,0.451,51400.0,62600.0,1
Erode,SC,0,284000.0,0,0,88.57,133.1,Tier-3 (Self-financing),74000.0,76.4,0,0.375,0.599,0.487,36000.0,38000.0,0
Karur,BC,0,169000.0,1,0,86.2,128.6,Tier-3 (Self-financing),100000.0,16.9,3,0.323,0.579,0.451,45100.0,54900.0,0
Tiruchirappalli,MBC,1,894000.0,1,0,91.44,132.6,Tier-3 (Self-financing),94000.0,13.1,2,0.309,0.298,0.303,28500.0,65500.0,1
Vellore,BC,0,155000.0,1,0,77.41,130.4,Tier-1 (Autonomous),189000.0,24.8,1,0.31,0.511,0.41,77500.0,111500.0,0
Salem,ST,0,90000.0,0,1,64.82,114.4,Tier-3 (Self-financing),88000.0,189.0,0,0.181,0.566,0.373,32800.0,55200.0,0
Tiruchirappalli,ST,1,338000.0,0,1,66.92,102.3,Tier-2 (Affiliated),102000.0,56.0,1,0.268,0.555,0.411,42000.0,60000.0,1
Tiruchirappalli,MBC,1,320000.0,1,0,75.01,128.9,Tier-2 (Affiliated),100000.0,95.3,0,0.411,0.513,0.462,46200.0,53800.0,1
Tiruchirappalli,OC,0,437000.0,0,1,85.61,137.2,Tier-3 (Self-financing),84000.0,46.3,1,0.504,0.497,0.5,42000.0,42000.0,1
Tiruppur,MBC,0,330000.0,0,0,75.45,100.7,Tier-2 (Affiliated),116000.0,62.1,0,0.313,0.52,0.416,48300.0,67700.0,1
Thanjavur,BC,1,1284000.0,0,0,74.68,125.2,Tier-1 (Autonomous),184000.0,51.7,2,0.396,0.302,0.349,64200.0,119800.0,1
Thanjavur,SC,0,248000.0,0,1,81.97,126.6,Tier-3 (Self-financing),99000.0,22.2,1,0.434,0.375,0.405,40000.0,59000.0,0
Dindigul,BC,1,344000.0,1,0,78.28,86.0,Tier-1 (Autonomous),178000.0,35.6,1,0.185,0.442,0.314,55900.0,122100.0,0
Karur,OC,1,914000.0,1,0,73.59,111.9,Tier-1 (Autonomous),177000.0,30.9,1,0.182,0.47,0.326,57700.0,119300.0,0
Kanyakumari,SC,0,123000.0,1,0,67.98,83.4,Tier-2 (Affiliated),110000.0,92.3,5,0.251,0.595,0.423,46500.0,63500.0,0
Namakkal,MBC,1,694000.0,0,0,87.47,121.5,Tier-3 (Self-financing),76000.0,78.5,0,0.266,0.413,0.339,25800.0,50200.0,1
Theni,SC,0,202000.0,1,0,88.48,137.8,Tier-2 (Affiliated),122000.0,193.2,0,0.373,0.491,0.432,52700.0,69300.0,0
Karur,OC,1,785000.0,1,0,67.42,106.7,Tier-2 (Affiliated),108000.0,39.1,2,0.19,0.337,0.263,28400.0,79600.0,1
Cuddalore,SC,0,73000.0,1,0,73.97,105.8,Tier-3 (Self-financing),87000.0,13.5,0,0.36,0.467,0.413,35900.0,51100.0,1
Madurai,OC,0,113000.0,0,1,84.67,143.4,Tier-3 (Self-financing),92000.0,112.2,0,0.468,0.604,0.536,49300.0,42700.0,1
Thoothukudi,OC,0,171000.0,1,0,66.62,104.9,Tier-2 (Affiliated),104000.0,63.7,1,0.152,0.491,0.322,33500.0,70500.0,0
Tiruchirappalli,MBC,1,1097000.0,0,0,81.65,124.3,Tier-2 (Affiliated),112000.0,193.9,4,0.341,0.359,0.35,39200.0,72800.0,1
Thanjavur,BC,0,159000.0,1,0,74.74,120.2,Tier-3 (Self-financing),85000.0,178.2,0,0.402,0.711,0.556,47300.0,37700.0,1
Cuddalore,MBC,0,389000.0,1,0,65.83,123.4,Tier-2 (Affiliated),118000.0,12.4,3,0.32,0.482,0.401,47300.0,70700.0,0
Thanjavur,OC,0,274000.0,1,0,95.77,121.0,Tier-3 (Self-financing),85000.0,21.2,1,0.32,0.436,0.378,32100.0,52900.0,1
Salem,OC,1,552000.0,1,0,74.59,138.8,Tier-2 (Affiliated),87000.0,3.3,1,0.461,0.512,0.487,42300.0,44700.0,1
Villupuram,SC,0,190000.0,0,1,83.24,123.9,Tier-3 (Self-financing),78000.0,63.6,0,0.31,0.599,0.455,35500.0,42500.0,0
Coimbatore,BC,1,1193000.0,1,0,66.79,95.2,Tier-3 (Self-financing),73000.0,105.9,0,0.223,0.161,0.192,14000.0,59000.0,0
Salem,MBC,1,579000.0,0,0,93.52,143.6,Tier-2 (Affiliated),125000.0,32.7,3,0.464,0.536,0.5,62500.0,62500.0,1
Thoothukudi,SC,1,389000.0,1,0,97.47,142.7,Tier-2 (Affiliated),121000.0,41.6,1,0.317,0.402,0.359,43500.0,77500.0,1
Karur,OC,1,1286000.0,0,1,62.98,85.2,Tier-1 (Autonomous),163000.0,150.2,1,0.14,0.427,0.284,46200.0,116800.0,1
Coimbatore,SC,0,138000.0,0,1,76.35,134.9,Tier-2 (Affiliated),102000.0,34.0,2,0.233,0.625,0.429,43800.0,58200.0,1
Nagapattinam,BC,1,869000.0,1,0,91.28,148.4,Tier-2 (Affiliated),99000.0,2.8,0,0.579,0.39,0.484,47900.0,51100.0,1
Thoothukudi,BC,1,793000.0,1,0,73.32,88.5,Tier-1 (Autonomous),182000.0,213.0,0,0.216,0.327,0.271,49400.0,132600.0,0
Coimbatore,OC,0,636000.0,0,1,82.09,141.5,Tier-1 (Autonomous),172000.0,2.0,1,0.478,0.513,0.495,85200.0,86800.0,1
Thanjavur,SC,1,289000.0,0,1,61.2,105.8,Tier-2 (Affiliated),108000.0,239.0,2,0.172,0.527,0.35,37700.0,70300.0,0
Dindigul,MBC,0,204000.0,0,1,70.12,89.9,Tier-1 (Autonomous),169000.0,118.4,1,0.311,0.448,0.379,64100.0,104900.0,0
Madurai,MBC,1,260000.0,0,1,81.05,132.4,Tier-3 (Self-financing),88000.0,20.2,1,0.338,0.541,0.439,38700.0,49300.0,0
Salem,ST,1,175000.0,0,0,72.11,124.7,Tier-2 (Affiliated),97000.0,2.6,0,0.444,0.425,0.435,42200.0,54800.0,0
Tiruchirappalli,BC,1,292000.0,1,0,74.39,95.0,Tier-1 (Autonomous),200000.0,60.0,1,0.213,0.514,0.364,72800.0,127200.0,0
Tiruchirappalli,SC,0,239000.0,0,1,62.84,104.8,Tier-1 (Autonomous),192000.0,2.0,0,0.177,0.526,0.352,67500.0,124500.0,0
